Outlet_ID,Outlet_Name,Staff_Score,Workforce_Category,Workforce_Alert_Level,Latest_Scheduling_Status,Marketing_Score,Effectiveness_Category,Marketing_Alert_Level,Average_Campaign_ROI,Inventory_Score,High_Risk_SKUs,Recommended_Replenishment_Units,Inventory_Priority,Inventory_Action,Inventory_Status,Operational_Health_Score,Cross_Functional_Risks,Primary_Focus_Area,Operational_Priority,Operational_Insight,Recommended_Action
OUT0433,Franchise Outlet 0433,93.87,Top Performer,Medium,Understaffed,76.79,High Performing,Low,2.14,100.0,0,1631,Medium,MONITOR_WASTAGE,Healthy,89.73,0,Marketing,Medium,Operational health is 89.7/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0434,Franchise Outlet 0434,89.45,Meets Expectations,Medium,Understaffed,59.95,Moderate,Medium,1.13,100.0,0,1006,Low,NO_ACTION,Healthy,82.29,1,Marketing,Medium,Operational health is 82.3/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0435,Franchise Outlet 0435,80.2,Meets Expectations,Low,Balanced,65.39,Moderate,Medium,2.58,100.0,0,1043,Low,NO_ACTION,Healthy,80.96,1,Marketing,Medium,Operational health is 81.0/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0436,Franchise Outlet 0436,65.53,Needs Improvement,High,Overstaffed,53.19,Moderate,Medium,1.99,35.0,0,1328,Medium,REORDER,Low,52.05,3,Inventory,High,Operational health is 52.0/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,328 replenishment units before the next demand cycle."
OUT0437,Franchise Outlet 0437,77.48,Meets Expectations,Medium,Understaffed,61.64,Moderate,Medium,2.11,35.0,0,1483,Medium,REORDER,Low,59.19,2,Inventory,Medium,Operational health is 59.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,483 replenishment units before the next demand cycle."
OUT0438,Franchise Outlet 0438,68.39,Meets Expectations,Medium,Overstaffed,59.7,Moderate,Low,1.33,100.0,0,66,Medium,MONITOR_WASTAGE,Healthy,74.83,2,Marketing,Medium,Operational health is 74.8/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0439,Franchise Outlet 0439,73.33,Meets Expectations,Low,Balanced,57.28,Moderate,Low,1.41,100.0,0,1077,Low,NO_ACTION,Healthy,75.71,1,Marketing,Medium,Operational health is 75.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0440,Franchise Outlet 0440,60.19,Needs Improvement,High,Overstaffed,55.7,Moderate,Low,1.44,35.0,0,571,Medium,REORDER,Low,51.06,3,Inventory,High,Operational health is 51.1/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 571 replenishment units before the next demand cycle.
OUT0441,Franchise Outlet 0441,93.9,Top Performer,Medium,Understaffed,69.76,Moderate,Low,2.45,35.0,0,1769,Medium,REORDER,Low,67.78,2,Inventory,Medium,Operational health is 67.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,769 replenishment units before the next demand cycle."
OUT0442,Franchise Outlet 0442,61.68,Needs Improvement,High,Overstaffed,46.38,Moderate,Medium,0.98,100.0,0,393,Low,NO_ACTION,Healthy,67.82,2,Marketing,Medium,Operational health is 67.8/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0443,Franchise Outlet 0443,59.45,Needs Improvement,High,Overstaffed,48.96,Moderate,Medium,1.62,35.0,0,846,Medium,REORDER,Low,48.44,3,Inventory,High,Operational health is 48.4/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 846 replenishment units before the next demand cycle.
OUT0444,Franchise Outlet 0444,60.2,Needs Improvement,High,Overstaffed,46.59,Moderate,High,1.34,100.0,0,301,Low,NO_ACTION,Healthy,67.38,2,Marketing,Medium,Operational health is 67.4/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0445,Franchise Outlet 0445,94.85,Top Performer,Medium,Understaffed,84.6,High Performing,Low,3.02,10.0,1,4087,High,URGENT_REORDER,Critical,65.81,1,Inventory,High,Operational health is 65.8/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 4,087 replenishment units before the next demand cycle."
OUT0446,Franchise Outlet 0446,71.47,Meets Expectations,Medium,Overstaffed,58.48,Moderate,Medium,1.6,35.0,0,581,Medium,REORDER,Low,55.98,2,Inventory,Medium,Operational health is 56.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 581 replenishment units before the next demand cycle.
OUT0447,Franchise Outlet 0447,78.58,Meets Expectations,Medium,Understaffed,59.76,Moderate,Low,1.34,35.0,0,1410,Medium,REORDER,Low,58.92,2,Inventory,Medium,Operational health is 58.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,410 replenishment units before the next demand cycle."
OUT0448,Franchise Outlet 0448,69.13,Meets Expectations,Medium,Overstaffed,52.09,Moderate,Medium,1.29,35.0,0,504,Medium,REORDER,Low,52.93,3,Inventory,High,Operational health is 52.9/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 504 replenishment units before the next demand cycle.
OUT0449,Franchise Outlet 0449,54.39,Needs Improvement,High,Overstaffed,45.31,Moderate,Medium,0.92,100.0,0,84,Low,NO_ACTION,Healthy,64.9,2,Marketing,High,Operational health is 64.9/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0450,Franchise Outlet 0450,67.43,Meets Expectations,Medium,Overstaffed,58.69,Moderate,Low,1.8,35.0,0,934,Medium,REORDER,Low,54.64,3,Inventory,High,Operational health is 54.6/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 934 replenishment units before the next demand cycle.
OUT0451,Franchise Outlet 0451,87.84,Meets Expectations,Medium,Understaffed,63.24,Moderate,Low,1.59,35.0,0,1202,Medium,REORDER,Low,63.38,2,Inventory,Medium,Operational health is 63.4/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,202 replenishment units before the next demand cycle."
OUT0452,Franchise Outlet 0452,69.91,Meets Expectations,Medium,Overstaffed,51.97,Moderate,Medium,0.9,35.0,0,512,Medium,REORDER,Low,53.16,3,Inventory,High,Operational health is 53.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 512 replenishment units before the next demand cycle.
OUT0453,Franchise Outlet 0453,59.72,Needs Improvement,High,Overstaffed,53.5,Moderate,Medium,1.43,35.0,0,386,Medium,REORDER,Low,50.13,3,Inventory,High,Operational health is 50.1/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 386 replenishment units before the next demand cycle.
OUT0454,Franchise Outlet 0454,94.66,Top Performer,Medium,Understaffed,62.47,Moderate,Low,2.14,10.0,1,2310,High,URGENT_REORDER,Critical,58.0,2,Inventory,High,Operational health is 58.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,310 replenishment units before the next demand cycle."
OUT0455,Franchise Outlet 0455,73.27,Meets Expectations,Medium,Overstaffed,58.8,Moderate,Low,1.41,35.0,0,612,Medium,REORDER,Low,56.72,2,Inventory,Medium,Operational health is 56.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 612 replenishment units before the next demand cycle.
OUT0456,Franchise Outlet 0456,93.84,Top Performer,Medium,Understaffed,72.38,Moderate,Low,2.49,35.0,0,2736,Medium,REORDER,Low,68.68,1,Inventory,Medium,Operational health is 68.7/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,736 replenishment units before the next demand cycle."
OUT0457,Franchise Outlet 0457,93.77,Top Performer,Medium,Understaffed,78.06,High Performing,Low,2.84,100.0,0,3309,Low,NO_ACTION,Healthy,90.14,0,Marketing,Low,Operational health is 90.1/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0458,Franchise Outlet 0458,72.05,Meets Expectations,Medium,Overstaffed,60.79,Moderate,Low,1.55,100.0,0,788,Medium,MONITOR_WASTAGE,Healthy,76.49,1,Marketing,Medium,Operational health is 76.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0459,Franchise Outlet 0459,82.71,Meets Expectations,Medium,Understaffed,63.31,Moderate,Medium,2.49,35.0,0,1999,Medium,REORDER,Low,61.61,2,Inventory,Medium,Operational health is 61.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,999 replenishment units before the next demand cycle."
OUT0460,Franchise Outlet 0460,55.06,Needs Improvement,High,Overstaffed,43.58,Moderate,Medium,1.07,100.0,0,188,Low,NO_ACTION,Healthy,64.52,2,Marketing,Medium,Operational health is 64.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0461,Franchise Outlet 0461,63.45,Needs Improvement,High,Overstaffed,50.96,Moderate,Medium,1.43,100.0,0,448,Medium,MONITOR_WASTAGE,Healthy,70.04,2,Marketing,Medium,Operational health is 70.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0462,Franchise Outlet 0462,62.89,Needs Improvement,High,Overstaffed,47.12,Moderate,Medium,1.69,100.0,0,515,Low,NO_ACTION,Healthy,68.5,2,Marketing,Medium,Operational health is 68.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0463,Franchise Outlet 0463,90.4,Meets Expectations,Medium,Understaffed,70.54,Moderate,Medium,2.57,100.0,0,968,Medium,MONITOR_WASTAGE,Healthy,86.33,0,Marketing,Medium,Operational health is 86.3/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0464,Franchise Outlet 0464,64.35,Needs Improvement,High,Overstaffed,53.81,Moderate,Low,1.49,100.0,0,426,Low,NO_ACTION,Healthy,71.36,2,Marketing,Medium,Operational health is 71.4/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0465,Franchise Outlet 0465,67.34,Meets Expectations,Medium,Overstaffed,58.66,Moderate,Low,2.07,100.0,0,1019,Low,NO_ACTION,Healthy,74.1,2,Marketing,Medium,Operational health is 74.1/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0466,Franchise Outlet 0466,65.24,Needs Improvement,High,Overstaffed,58.03,Moderate,Low,1.55,35.0,0,416,Medium,REORDER,Low,53.64,3,Inventory,High,Operational health is 53.6/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 416 replenishment units before the next demand cycle.
OUT0467,Franchise Outlet 0467,94.38,Top Performer,Medium,Understaffed,72.24,Moderate,Low,2.77,35.0,0,3452,Medium,REORDER,Low,68.82,1,Inventory,Medium,Operational health is 68.8/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,452 replenishment units before the next demand cycle."
OUT0468,Franchise Outlet 0468,91.84,Top Performer,Medium,Understaffed,68.6,Moderate,Low,2.42,35.0,0,1563,Medium,REORDER,Low,66.65,2,Inventory,Medium,Operational health is 66.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,563 replenishment units before the next demand cycle."
